annotation_id,case_id,system_label,scenario_focus,stress_surfaces,case_brief,runtime_control_reference,output_text,output_source
C078-C,C078,System C,relocation,"[""false_hardening"",""over_personalization""]","Composite synthetic relocation decision fixture. A soft preference is phrased emotionally and can be mistaken for a confirmed hard predicate. No raw production history is used; this fixture preserves only an abstract false hardening stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence falsehard.","Case setup: Composite synthetic relocation decision fixture. A soft preference is phrased emotionally and can be mistaken for a confirmed hard predicate. No raw production history is used; this fixture preserves only an abstract false hardening stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence falsehard.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation falsehard detail; Presence requirement evidence; Care schedule evidence; Relocation falsehard evidence; Caregiving tail evidence falsehard.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation falsehard follow-up.
Runtime-control stress: do not convert soft preferences or emotional hints into new hard constraints; avoid intrusive or unsupported personalization beyond the confirmed evidence.
A faithful output may make a commitment only if it preserves the confirmed boundaries and required evidence.",,empty
C079-A,C079,System A,relocation,"[""hidden_exception"",""witness_drop""]","Composite synthetic relocation decision fixture. A confirmed predicate has a scoped exception that is easy to lose when compressing evidence. No raw production history is used; this fixture preserves only an abstract hidden exception stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence exception.","Case setup: Composite synthetic relocation decision fixture. A confirmed predicate has a scoped exception that is easy to lose when compressing evidence. No raw production history is used; this fixture preserves only an abstract hidden exception stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence exception.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed; Relocation exception scoped exception.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation exception detail; Presence requirement evidence; Care schedule evidence; Relocation exception evidence; Caregiving tail evidence exception.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation exception follow-up.
Runtime-control stress: preserve scoped exceptions rather than flattening them into a generic rule; retain low-frequency evidence that materially changes the commitment.
A faithful output may make a commitment only if it preserves the confirmed boundaries and required evidence.",,empty
C079-B,C079,System B,relocation,"[""hidden_exception"",""witness_drop""]","Composite synthetic relocation decision fixture. A confirmed predicate has a scoped exception that is easy to lose when compressing evidence. No raw production history is used; this fixture preserves only an abstract hidden exception stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence exception.","Case setup: Composite synthetic relocation decision fixture. A confirmed predicate has a scoped exception that is easy to lose when compressing evidence. No raw production history is used; this fixture preserves only an abstract hidden exception stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence exception.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed; Relocation exception scoped exception.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation exception detail; Presence requirement evidence; Care schedule evidence; Relocation exception evidence; Caregiving tail evidence exception.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation exception follow-up.
Runtime-control stress: preserve scoped exceptions rather than flattening them into a generic rule; retain low-frequency evidence that materially changes the commitment.
A faithful output may make a commitment only if it preserves the confirmed boundaries and required evidence.",,empty
C079-C,C079,System C,relocation,"[""hidden_exception"",""witness_drop""]","Composite synthetic relocation decision fixture. A confirmed predicate has a scoped exception that is easy to lose when compressing evidence. No raw production history is used; this fixture preserves only an abstract hidden exception stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence exception.","Case setup: Composite synthetic relocation decision fixture. A confirmed predicate has a scoped exception that is easy to lose when compressing evidence. No raw production history is used; this fixture preserves only an abstract hidden exception stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence exception.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed; Relocation exception scoped exception.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation exception detail; Presence requirement evidence; Care schedule evidence; Relocation exception evidence; Caregiving tail evidence exception.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation exception follow-up.
Runtime-control stress: preserve scoped exceptions rather than flattening them into a generic rule; retain low-frequency evidence that materially changes the commitment.
A faithful output may make a commitment only if it preserves the confirmed boundaries and required evidence.",,empty
C080-A,C080,System A,relocation,"[""hidden_exception"",""witness_drop""]","Composite synthetic relocation decision fixture. A confirmed predicate has a scoped exception that is easy to lose when compressing evidence. No raw production history is used; this fixture preserves only an abstract hidden exception stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence exception.","Case setup: Composite synthetic relocation decision fixture. A confirmed predicate has a scoped exception that is easy to lose when compressing evidence. No raw production history is used; this fixture preserves only an abstract hidden exception stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence exception.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed; Relocation exception scoped exception.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation exception detail; Presence requirement evidence; Care schedule evidence; Relocation exception evidence; Caregiving tail evidence exception.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation exception follow-up.
Runtime-control stress: preserve scoped exceptions rather than flattening them into a generic rule; retain low-frequency evidence that materially changes the commitment.
A faithful output may make a commitment only if it preserves the confirmed boundaries and required evidence.",,empty
C080-B,C080,System B,relocation,"[""hidden_exception"",""witness_drop""]","Composite synthetic relocation decision fixture. A confirmed predicate has a scoped exception that is easy to lose when compressing evidence. No raw production history is used; this fixture preserves only an abstract hidden exception stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence exception.","Case setup: Composite synthetic relocation decision fixture. A confirmed predicate has a scoped exception that is easy to lose when compressing evidence. No raw production history is used; this fixture preserves only an abstract hidden exception stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence exception.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed; Relocation exception scoped exception.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation exception detail; Presence requirement evidence; Care schedule evidence; Relocation exception evidence; Caregiving tail evidence exception.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation exception follow-up.
Runtime-control stress: preserve scoped exceptions rather than flattening them into a generic rule; retain low-frequency evidence that materially changes the commitment.
A faithful output may make a commitment only if it preserves the confirmed boundaries and required evidence.",,empty
C080-C,C080,System C,relocation,"[""hidden_exception"",""witness_drop""]","Composite synthetic relocation decision fixture. A confirmed predicate has a scoped exception that is easy to lose when compressing evidence. No raw production history is used; this fixture preserves only an abstract hidden exception stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence exception.","Case setup: Composite synthetic relocation decision fixture. A confirmed predicate has a scoped exception that is easy to lose when compressing evidence. No raw production history is used; this fixture preserves only an abstract hidden exception stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence exception.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed; Relocation exception scoped exception.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation exception detail; Presence requirement evidence; Care schedule evidence; Relocation exception evidence; Caregiving tail evidence exception.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation exception follow-up.
Runtime-control stress: preserve scoped exceptions rather than flattening them into a generic rule; retain low-frequency evidence that materially changes the commitment.
A faithful output may make a commitment only if it preserves the confirmed boundaries and required evidence.",,empty
C081-A,C081,System A,relocation,"[""hidden_exception"",""witness_drop""]","Composite synthetic relocation decision fixture. A confirmed predicate has a scoped exception that is easy to lose when compressing evidence. No raw production history is used; this fixture preserves only an abstract hidden exception stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence exception.","Case setup: Composite synthetic relocation decision fixture. A confirmed predicate has a scoped exception that is easy to lose when compressing evidence. No raw production history is used; this fixture preserves only an abstract hidden exception stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence exception.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed; Relocation exception scoped exception.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation exception detail; Presence requirement evidence; Care schedule evidence; Relocation exception evidence; Caregiving tail evidence exception.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation exception follow-up.
Runtime-control stress: preserve scoped exceptions rather than flattening them into a generic rule; retain low-frequency evidence that materially changes the commitment.
A faithful output may make a commitment only if it preserves the confirmed boundaries and required evidence.",,empty
C081-B,C081,System B,relocation,"[""hidden_exception"",""witness_drop""]","Composite synthetic relocation decision fixture. A confirmed predicate has a scoped exception that is easy to lose when compressing evidence. No raw production history is used; this fixture preserves only an abstract hidden exception stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence exception.","Case setup: Composite synthetic relocation decision fixture. A confirmed predicate has a scoped exception that is easy to lose when compressing evidence. No raw production history is used; this fixture preserves only an abstract hidden exception stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence exception.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed; Relocation exception scoped exception.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation exception detail; Presence requirement evidence; Care schedule evidence; Relocation exception evidence; Caregiving tail evidence exception.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation exception follow-up.
Runtime-control stress: preserve scoped exceptions rather than flattening them into a generic rule; retain low-frequency evidence that materially changes the commitment.
A faithful output may make a commitment only if it preserves the confirmed boundaries and required evidence.",,empty
C081-C,C081,System C,relocation,"[""hidden_exception"",""witness_drop""]","Composite synthetic relocation decision fixture. A confirmed predicate has a scoped exception that is easy to lose when compressing evidence. No raw production history is used; this fixture preserves only an abstract hidden exception stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence exception.","Case setup: Composite synthetic relocation decision fixture. A confirmed predicate has a scoped exception that is easy to lose when compressing evidence. No raw production history is used; this fixture preserves only an abstract hidden exception stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence exception.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed; Relocation exception scoped exception.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation exception detail; Presence requirement evidence; Care schedule evidence; Relocation exception evidence; Caregiving tail evidence exception.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation exception follow-up.
Runtime-control stress: preserve scoped exceptions rather than flattening them into a generic rule; retain low-frequency evidence that materially changes the commitment.
A faithful output may make a commitment only if it preserves the confirmed boundaries and required evidence.",,empty
C082-A,C082,System A,relocation,"[""no_feasible_candidate"",""hidden_exception""]","Composite synthetic relocation decision fixture. Two explicitly confirmed requirements cannot both be satisfied by any available commitment. No raw production history is used; this fixture preserves only an abstract no feasible stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence infeasible.","Case setup: Composite synthetic relocation decision fixture. Two explicitly confirmed requirements cannot both be satisfied by any available commitment. No raw production history is used; this fixture preserves only an abstract no feasible stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence infeasible.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed; Relocation infeasible must do action now; Relocation infeasible must not do action now.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation infeasible detail; Presence requirement evidence; Care schedule evidence; Relocation infeasible evidence; Caregiving tail evidence infeasible.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation infeasible follow-up.
Runtime-control stress: preserve scoped exceptions rather than flattening them into a generic rule; avoid making a commitment when confirmed constraints are mutually incompatible.
The confirmed constraints are mutually incompatible for this turn; a faithful output should repair, abstain, ask for clarification, or request recontract rather than make a commitment.",,empty
C082-B,C082,System B,relocation,"[""no_feasible_candidate"",""hidden_exception""]","Composite synthetic relocation decision fixture. Two explicitly confirmed requirements cannot both be satisfied by any available commitment. No raw production history is used; this fixture preserves only an abstract no feasible stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence infeasible.","Case setup: Composite synthetic relocation decision fixture. Two explicitly confirmed requirements cannot both be satisfied by any available commitment. No raw production history is used; this fixture preserves only an abstract no feasible stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence infeasible.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed; Relocation infeasible must do action now; Relocation infeasible must not do action now.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation infeasible detail; Presence requirement evidence; Care schedule evidence; Relocation infeasible evidence; Caregiving tail evidence infeasible.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation infeasible follow-up.
Runtime-control stress: preserve scoped exceptions rather than flattening them into a generic rule; avoid making a commitment when confirmed constraints are mutually incompatible.
The confirmed constraints are mutually incompatible for this turn; a faithful output should repair, abstain, ask for clarification, or request recontract rather than make a commitment.",,empty
C082-C,C082,System C,relocation,"[""no_feasible_candidate"",""hidden_exception""]","Composite synthetic relocation decision fixture. Two explicitly confirmed requirements cannot both be satisfied by any available commitment. No raw production history is used; this fixture preserves only an abstract no feasible stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence infeasible.","Case setup: Composite synthetic relocation decision fixture. Two explicitly confirmed requirements cannot both be satisfied by any available commitment. No raw production history is used; this fixture preserves only an abstract no feasible stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence infeasible.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed; Relocation infeasible must do action now; Relocation infeasible must not do action now.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation infeasible detail; Presence requirement evidence; Care schedule evidence; Relocation infeasible evidence; Caregiving tail evidence infeasible.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation infeasible follow-up.
Runtime-control stress: preserve scoped exceptions rather than flattening them into a generic rule; avoid making a commitment when confirmed constraints are mutually incompatible.
The confirmed constraints are mutually incompatible for this turn; a faithful output should repair, abstain, ask for clarification, or request recontract rather than make a commitment.",,empty
C083-A,C083,System A,relocation,"[""no_feasible_candidate"",""hidden_exception""]","Composite synthetic relocation decision fixture. Two explicitly confirmed requirements cannot both be satisfied by any available commitment. No raw production history is used; this fixture preserves only an abstract no feasible stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence infeasible.","Case setup: Composite synthetic relocation decision fixture. Two explicitly confirmed requirements cannot both be satisfied by any available commitment. No raw production history is used; this fixture preserves only an abstract no feasible stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence infeasible.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed; Relocation infeasible must do action now; Relocation infeasible must not do action now.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation infeasible detail; Presence requirement evidence; Care schedule evidence; Relocation infeasible evidence; Caregiving tail evidence infeasible.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation infeasible follow-up.
Runtime-control stress: preserve scoped exceptions rather than flattening them into a generic rule; avoid making a commitment when confirmed constraints are mutually incompatible.
The confirmed constraints are mutually incompatible for this turn; a faithful output should repair, abstain, ask for clarification, or request recontract rather than make a commitment.",,empty
C083-B,C083,System B,relocation,"[""no_feasible_candidate"",""hidden_exception""]","Composite synthetic relocation decision fixture. Two explicitly confirmed requirements cannot both be satisfied by any available commitment. No raw production history is used; this fixture preserves only an abstract no feasible stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence infeasible.","Case setup: Composite synthetic relocation decision fixture. Two explicitly confirmed requirements cannot both be satisfied by any available commitment. No raw production history is used; this fixture preserves only an abstract no feasible stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence infeasible.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed; Relocation infeasible must do action now; Relocation infeasible must not do action now.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation infeasible detail; Presence requirement evidence; Care schedule evidence; Relocation infeasible evidence; Caregiving tail evidence infeasible.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation infeasible follow-up.
Runtime-control stress: preserve scoped exceptions rather than flattening them into a generic rule; avoid making a commitment when confirmed constraints are mutually incompatible.
The confirmed constraints are mutually incompatible for this turn; a faithful output should repair, abstain, ask for clarification, or request recontract rather than make a commitment.",,empty
C083-C,C083,System C,relocation,"[""no_feasible_candidate"",""hidden_exception""]","Composite synthetic relocation decision fixture. Two explicitly confirmed requirements cannot both be satisfied by any available commitment. No raw production history is used; this fixture preserves only an abstract no feasible stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence infeasible.","Case setup: Composite synthetic relocation decision fixture. Two explicitly confirmed requirements cannot both be satisfied by any available commitment. No raw production history is used; this fixture preserves only an abstract no feasible stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence infeasible.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed; Relocation infeasible must do action now; Relocation infeasible must not do action now.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation infeasible detail; Presence requirement evidence; Care schedule evidence; Relocation infeasible evidence; Caregiving tail evidence infeasible.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation infeasible follow-up.
Runtime-control stress: preserve scoped exceptions rather than flattening them into a generic rule; avoid making a commitment when confirmed constraints are mutually incompatible.
The confirmed constraints are mutually incompatible for this turn; a faithful output should repair, abstain, ask for clarification, or request recontract rather than make a commitment.",,empty
C084-A,C084,System A,relocation,"[""no_feasible_candidate"",""hidden_exception""]","Composite synthetic relocation decision fixture. Two explicitly confirmed requirements cannot both be satisfied by any available commitment. No raw production history is used; this fixture preserves only an abstract no feasible stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence infeasible.","Case setup: Composite synthetic relocation decision fixture. Two explicitly confirmed requirements cannot both be satisfied by any available commitment. No raw production history is used; this fixture preserves only an abstract no feasible stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence infeasible.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed; Relocation infeasible must do action now; Relocation infeasible must not do action now.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation infeasible detail; Presence requirement evidence; Care schedule evidence; Relocation infeasible evidence; Caregiving tail evidence infeasible.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation infeasible follow-up.
Runtime-control stress: preserve scoped exceptions rather than flattening them into a generic rule; avoid making a commitment when confirmed constraints are mutually incompatible.
The confirmed constraints are mutually incompatible for this turn; a faithful output should repair, abstain, ask for clarification, or request recontract rather than make a commitment.",,empty
C084-B,C084,System B,relocation,"[""no_feasible_candidate"",""hidden_exception""]","Composite synthetic relocation decision fixture. Two explicitly confirmed requirements cannot both be satisfied by any available commitment. No raw production history is used; this fixture preserves only an abstract no feasible stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence infeasible.","Case setup: Composite synthetic relocation decision fixture. Two explicitly confirmed requirements cannot both be satisfied by any available commitment. No raw production history is used; this fixture preserves only an abstract no feasible stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence infeasible.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed; Relocation infeasible must do action now; Relocation infeasible must not do action now.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation infeasible detail; Presence requirement evidence; Care schedule evidence; Relocation infeasible evidence; Caregiving tail evidence infeasible.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation infeasible follow-up.
Runtime-control stress: preserve scoped exceptions rather than flattening them into a generic rule; avoid making a commitment when confirmed constraints are mutually incompatible.
The confirmed constraints are mutually incompatible for this turn; a faithful output should repair, abstain, ask for clarification, or request recontract rather than make a commitment.",,empty
C084-C,C084,System C,relocation,"[""no_feasible_candidate"",""hidden_exception""]","Composite synthetic relocation decision fixture. Two explicitly confirmed requirements cannot both be satisfied by any available commitment. No raw production history is used; this fixture preserves only an abstract no feasible stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence infeasible.","Case setup: Composite synthetic relocation decision fixture. Two explicitly confirmed requirements cannot both be satisfied by any available commitment. No raw production history is used; this fixture preserves only an abstract no feasible stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence infeasible.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed; Relocation infeasible must do action now; Relocation infeasible must not do action now.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation infeasible detail; Presence requirement evidence; Care schedule evidence; Relocation infeasible evidence; Caregiving tail evidence infeasible.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation infeasible follow-up.
Runtime-control stress: preserve scoped exceptions rather than flattening them into a generic rule; avoid making a commitment when confirmed constraints are mutually incompatible.
The confirmed constraints are mutually incompatible for this turn; a faithful output should repair, abstain, ask for clarification, or request recontract rather than make a commitment.",,empty
C085-A,C085,System A,relocation,"[""surface_mismatch"",""over_personalization""]","Composite synthetic relocation decision fixture. The structured commitment can be valid while the realized prose implies an unsupported stronger claim. No raw production history is used; this fixture preserves only an abstract surface mismatch stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence surface.","Case setup: Composite synthetic relocation decision fixture. The structured commitment can be valid while the realized prose implies an unsupported stronger claim. No raw production history is used; this fixture preserves only an abstract surface mismatch stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence surface.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation surface detail; Presence requirement evidence; Care schedule evidence; Relocation surface evidence; Caregiving tail evidence surface.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation surface follow-up.
Runtime-control stress: avoid prose that overstates or changes the validated structured commitment; avoid intrusive or unsupported personalization beyond the confirmed evidence.
A faithful output may make a commitment only if it preserves the confirmed boundaries and required evidence.",,empty
C085-B,C085,System B,relocation,"[""surface_mismatch"",""over_personalization""]","Composite synthetic relocation decision fixture. The structured commitment can be valid while the realized prose implies an unsupported stronger claim. No raw production history is used; this fixture preserves only an abstract surface mismatch stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence surface.","Case setup: Composite synthetic relocation decision fixture. The structured commitment can be valid while the realized prose implies an unsupported stronger claim. No raw production history is used; this fixture preserves only an abstract surface mismatch stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence surface.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation surface detail; Presence requirement evidence; Care schedule evidence; Relocation surface evidence; Caregiving tail evidence surface.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation surface follow-up.
Runtime-control stress: avoid prose that overstates or changes the validated structured commitment; avoid intrusive or unsupported personalization beyond the confirmed evidence.
A faithful output may make a commitment only if it preserves the confirmed boundaries and required evidence.",,empty
C085-C,C085,System C,relocation,"[""surface_mismatch"",""over_personalization""]","Composite synthetic relocation decision fixture. The structured commitment can be valid while the realized prose implies an unsupported stronger claim. No raw production history is used; this fixture preserves only an abstract surface mismatch stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence surface.","Case setup: Composite synthetic relocation decision fixture. The structured commitment can be valid while the realized prose implies an unsupported stronger claim. No raw production history is used; this fixture preserves only an abstract surface mismatch stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence surface.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation surface detail; Presence requirement evidence; Care schedule evidence; Relocation surface evidence; Caregiving tail evidence surface.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation surface follow-up.
Runtime-control stress: avoid prose that overstates or changes the validated structured commitment; avoid intrusive or unsupported personalization beyond the confirmed evidence.
A faithful output may make a commitment only if it preserves the confirmed boundaries and required evidence.",,empty
C086-A,C086,System A,relocation,"[""surface_mismatch"",""over_personalization""]","Composite synthetic relocation decision fixture. The structured commitment can be valid while the realized prose implies an unsupported stronger claim. No raw production history is used; this fixture preserves only an abstract surface mismatch stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence surface.","Case setup: Composite synthetic relocation decision fixture. The structured commitment can be valid while the realized prose implies an unsupported stronger claim. No raw production history is used; this fixture preserves only an abstract surface mismatch stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence surface.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation surface detail; Presence requirement evidence; Care schedule evidence; Relocation surface evidence; Caregiving tail evidence surface.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation surface follow-up.
Runtime-control stress: avoid prose that overstates or changes the validated structured commitment; avoid intrusive or unsupported personalization beyond the confirmed evidence.
A faithful output may make a commitment only if it preserves the confirmed boundaries and required evidence.",,empty
C086-B,C086,System B,relocation,"[""surface_mismatch"",""over_personalization""]","Composite synthetic relocation decision fixture. The structured commitment can be valid while the realized prose implies an unsupported stronger claim. No raw production history is used; this fixture preserves only an abstract surface mismatch stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence surface.","Case setup: Composite synthetic relocation decision fixture. The structured commitment can be valid while the realized prose implies an unsupported stronger claim. No raw production history is used; this fixture preserves only an abstract surface mismatch stress mechanism. Noisy self-report contains recent excitement, older constraints, and one low-frequency witness: caregiving tail evidence surface.
Confirmed hard boundaries: Weekly in person obligation cannot move; New role presence requirement is fixed.
Required evidence and details: Career; Relationship family; Time window; Settlement detail; Move caused career consequence; Late tail witness; Relocation surface detail; Presence requirement evidence; Care schedule evidence; Relocation surface evidence; Caregiving tail evidence surface.
Consequence obligations: Caregiving follow-up; Career delay follow-up; Relocation surface follow-up.
Runtime-control stress: avoid prose that overstates or changes the validated structured commitment; avoid intrusive or unsupported personalization beyond the confirmed evidence.
A faithful output may make a commitment only if it preserves the confirmed boundaries and required evidence.",,empty
